age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,sport_frequency,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,art_digital_traditional,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,acad_reading_habit,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,analy_patience_level,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_sleep_quality,category,hobby
12,Yes,both,Swimming,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Yoga,High,Poor,Sports,Swimming
6,Yes,outdoor,Other,Low,Individual,High,3-4 days,No,None,None,None,None,None,None,Yes,Science,No,No,Individual,Yes,No,No,None,None,None,None,None,None,None,Medium,Yes,Gymnastics,High,Good,Sports,Cricket
16,Yes,indoor,Chess,High,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Meditation,Medium,Poor,Sports,Chess
7,Yes,both,Swimming,High,Individual,Low,1-2 days,Yes,Drawing,Medium,No,Low,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Other,Low,Good,Sports,Swimming
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Joint Pain,Medium,No,Other,Low,Average,Academics,Science Club
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Other,Medium,Good,Academics,Math Olympiad
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,Low,None,Low,Yes,Running,High,Good,Health,Running
8,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Meditation,High,Poor,Arts,Drawing
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,No,No,None,None,None,None,None,None,None,High,No,Running,High,Poor,Academics,Creative Writing
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,Medium,No,Alone,Yes,High,None,Medium,Yes,Swimming,High,Good,Analytical,Chess
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Medium,Yes,Alone,Yes,High,None,Low,No,Other,High,Average,Analytical,Robotics
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Swimming,Medium,Poor,Health,Swimming
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,High,No,Swimming,High,Average,Academics,Science Club
11,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,Low,Free,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Meditation,High,Average,Health,Meditation
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,No,Swimming,Low,Good,Health,Swimming
15,No,None,None,None,None,None,None,Yes,Other,High,No,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Running,Medium,Poor,Arts,Drawing
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,No,Individual,Yes,Yes,No,None,None,None,None,None,None,Asthma,Medium,No,Other,Low,Poor,Academics,Math Olympiad
17,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,Low,No,Yoga,High,Average,Arts,Drawing
10,No,None,None,None,None,None,None,Yes,Drawing,Low,Yes,Low,Structured,Digital,No,None,None,None,None,None,None,Yes,Other,Medium,Yes,Alone,Yes,Medium,Other,Medium,No,Running,Medium,Good,Analytical,Coding
13,Yes,outdoor,Basketball,High,Team,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Other,Medium,Good,Sports,Basketball
13,Yes,outdoor,Swimming,Medium,Team,Low,1-2 days,Yes,Drawing,High,No,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,Medium,Poor,Arts,Drawing
9,No,None,None,None,None,None,None,Yes,Other,Low,Yes,High,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Medium,No,Yoga,Low,Good,Arts,Drawing
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,Asthma,Low,No,Meditation,High,Poor,Academics,Math Olympiad
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,No,Group,No,No,Yes,Logical Games,High,Yes,With others,Yes,High,Joint Pain,Low,No,Swimming,Medium,Good,Analytical,Robotics
11,No,None,None,None,None,None,None,Yes,Drawing,High,Yes,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Swimming,Medium,Average,Arts,Drawing
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,No,With others,Yes,High,Other,High,No,Other,Medium,Poor,Analytical,Coding
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,Yes,Swimming,Low,Poor,Academics,Creative Writing
11,Yes,both,Other,Medium,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Gymnastics,Medium,Good,Sports,Cricket
7,Yes,indoor,Chess,High,Individual,Low,1-2 days,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Medium,No,Meditation,Medium,Average,Academics,Creative Writing
6,Yes,both,Basketball,Low,Individual,Low,1-2 days,Yes,Music,Low,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,No,Yoga,Low,Poor,Arts,Music
17,Yes,indoor,Carrom,High,Team,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Swimming,Medium,Average,Sports,Carrom
16,Yes,both,Table Tennis,High,Individual,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,Low,Poor,Sports,Table Tennis
9,Yes,outdoor,Athletics,Medium,Individual,Low,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Running,High,Good,Sports,Athletics
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Running,Medium,Poor,Academics,Science Club
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Meditation,Medium,Good,Health,Meditation
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,Yes,Alone,Yes,High,Other,Low,Yes,Yoga,High,Good,Analytical,Coding
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Swimming,Medium,Good,Health,Swimming
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Low,Yes,With others,Yes,Medium,Other,Low,No,Yoga,Low,Good,Analytical,Coding
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,No,No,None,None,None,None,None,None,None,High,No,Yoga,High,Average,Academics,Creative Writing
13,Yes,both,Swimming,Medium,Team,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Low,Yes,Swimming,High,Average,Sports,Swimming
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,Yes,Alone,Yes,Medium,Asthma,High,Yes,Swimming,Medium,Good,Analytical,Robotics
6,No,None,None,None,None,None,None,Yes,Music,Medium,Yes,Medium,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Running,Medium,Good,Arts,Music
7,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,No,Alone,Yes,Medium,None,Low,No,Other,Medium,Average,Analytical,Robotics
15,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,Both,Yes,Math,Yes,No,Group,No,No,No,None,None,None,None,None,None,Asthma,Low,Yes,Yoga,Low,Good,Arts,Drawing
15,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,Low,No,With others,No,Low,None,Medium,No,Other,High,Average,Health,Yoga
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,No,Alone,Yes,Medium,Asthma,Low,Yes,Yoga,High,Average,Analytical,Chess
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,None,Low,No,Gymnastics,High,Poor,Academics,Math Olympiad
14,Yes,both,Basketball,Medium,Individual,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Meditation,Low,Average,Sports,Basketball
14,Yes,outdoor,Basketball,High,Individual,High,5+ days,Yes,Dance,Low,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Yoga,Medium,Average,Sports,Basketball
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,No,Group,No,Yes,Yes,Logical Games,High,Yes,Alone,Yes,High,None,Low,Yes,Other,Medium,Poor,Analytical,Robotics
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,High,Yes,Alone,Yes,High,Other,High,No,Swimming,Medium,Average,Analytical,Robotics
7,No,None,None,None,None,None,None,Yes,Music,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Low,Average,Arts,Music
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Medium,Yes,Alone,No,High,Joint Pain,High,No,Yoga,High,Poor,Analytical,Robotics
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,High,None,Medium,No,Other,Medium,Average,Analytical,Chess
11,No,None,None,None,None,None,None,Yes,Drawing,Medium,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,High,Yes,Swimming,Medium,Poor,Arts,Drawing
7,No,None,None,None,None,None,None,Yes,Other,High,No,Medium,Free,Both,Yes,Science,No,Yes,Group,No,Yes,No,None,None,None,None,None,None,None,Medium,Yes,Running,High,Poor,Arts,Drawing
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,Yes,Yes,No,None,None,None,None,None,None,Asthma,Low,Yes,Other,Medium,Average,Academics,Math Olympiad
12,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Meditation,High,Good,Health,Meditation
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Other,High,Good,Health,Yoga
7,No,None,None,None,None,None,None,Yes,Dance,High,No,Medium,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Asthma,Medium,Yes,Gymnastics,Low,Good,Arts,Dance
6,Yes,both,Cricket,High,Team,Low,5+ days,No,None,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,High,Yes,Other,Medium,Good,Sports,Cricket
15,Yes,both,Swimming,High,Individual,High,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Other,High,Average,Sports,Swimming
17,Yes,both,Table Tennis,Low,Individual,Low,1-2 days,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Asthma,High,Yes,Yoga,Medium,Average,Academics,Math Olympiad
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Swimming,Low,Good,Health,Swimming
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Science,No,No,Individual,Yes,Yes,Yes,Robotics,Medium,Yes,With others,No,Medium,None,High,Yes,Meditation,Low,Good,Academics,Science Club
8,No,None,None,None,None,None,None,Yes,Music,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,Yes,Running,Low,Poor,Arts,Music
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,High,Yes,Alone,No,High,Other,Medium,No,Swimming,Medium,Good,Analytical,Coding
6,Yes,outdoor,Football,Low,Team,High,1-2 days,Yes,Music,High,No,High,Structured,Both,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,High,Good,Arts,Music
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,Yes,Alone,No,High,Asthma,Medium,No,Yoga,Medium,Good,Analytical,Robotics
6,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Other,High,Yes,Running,High,Poor,Health,Running
14,Yes,both,Swimming,High,Team,High,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Logical Games,Low,No,Alone,No,Low,Asthma,High,Yes,Yoga,Low,Average,Sports,Swimming
10,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,No,Running,High,Good,Health,Running
16,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,Yes,Alone,Yes,High,Joint Pain,Low,Yes,Other,Medium,Average,Analytical,Coding
13,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,High,No,Other,High,Good,Health,Yoga
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Math,No,No,Individual,No,No,Yes,Logical Games,Low,No,With others,Yes,Low,None,High,Yes,Other,Medium,Average,Health,Yoga
11,No,None,None,None,None,None,None,Yes,Music,High,Yes,High,Structured,Digital,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Yoga,Medium,Poor,Arts,Music
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,Low,No,Other,High,Average,Academics,Math Olympiad
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,Yes,Low,None,Medium,No,Meditation,Medium,Poor,Analytical,Robotics
5,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,No,Yes,No,None,None,None,None,None,None,None,High,No,Running,Low,Average,Academics,Math Olympiad
14,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,No,Group,No,No,No,None,None,None,None,None,None,Joint Pain,Medium,Yes,Yoga,High,Good,Health,Yoga
11,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,Yes,Other,Medium,Average,Health,Yoga
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,Yes,Yes,Individual,Yes,Yes,Yes,Puzzles,High,No,Alone,Yes,Low,None,Low,No,Other,Medium,Poor,Academics,Math Olympiad
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Coding,High,No,With others,No,High,None,High,Yes,Running,High,Poor,Analytical,Coding
17,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Other,No,Yes,Individual,No,No,No,None,None,None,None,None,None,Other,Medium,Yes,Meditation,Low,Good,Health,Meditation
6,Yes,both,Football,High,Individual,Low,3-4 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,Medium,Poor,Sports,Football
6,Yes,outdoor,Basketball,High,Individual,High,5+ days,No,None,None,None,None,None,None,Yes,Math,Yes,No,Individual,Yes,No,No,None,None,None,None,None,None,Other,Medium,Yes,Swimming,High,Average,Sports,Basketball
8,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Language,Yes,Yes,Group,Yes,Yes,No,None,None,None,None,None,None,Asthma,Medium,Yes,Yoga,Medium,Poor,Academics,Creative Writing
12,Yes,indoor,Table Tennis,High,Individual,Medium,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,High,Yes,Other,Medium,Average,Sports,Table Tennis
15,Yes,both,Table Tennis,High,Team,Medium,1-2 days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Medium,No,Gymnastics,Low,Good,Sports,Table Tennis
14,Yes,outdoor,Basketball,High,Individual,High,5+ days,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Other,Medium,Poor,Sports,Basketball
6,Yes,indoor,Other,Low,Individual,Low,1-2 days,Yes,Other,High,No,Medium,Structured,Traditional,No,None,None,None,None,None,None,No,None,None,None,None,None,None,None,Low,No,Other,High,Average,Arts,Drawing
9,No,None,None,None,None,None,None,No,None,None,None,None,None,None,No,None,None,None,None,None,None,Yes,Puzzles,High,No,With others,No,Low,None,High,Yes,Gymnastics,Medium,Good,Health,Gymnastics
