age,likes_sports,sport_indoor_outdoor,which_sport,sport_hours_per_day,sport_team_solo,sport_activity_level,likes_arts,which_art,art_creativity,art_performance,art_hours,art_learning_style,likes_academics,fav_subject,acad_problem_solving,acad_curiosity,acad_study_type,acad_competitions,likes_analytical,analy_puzzle_type,analy_logic_level,analy_challenge,analy_work_style,analy_coding_interest,health_condition,health_energy,health_outdoor_preference,health_activity_preference,health_hours,health_note,category,hobby
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,No,None,Low,Yes,Meditation,High,None,Analytical,Robotics
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Low,Yes,Yoga,Medium,None,Health,Yoga
9,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Individual,Yes,No,None,None,None,None,None,None,High,Yes,Gymnastics,Medium,None,Academics,Science Club
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,High,Yes,Meditation,High,None,Academics,Science Club
5,No,None,None,None,None,None,Yes,Dance,Low,No,Low,Structured,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,No,None,Medium,No,Running,High,None,Analytical,Chess
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Meditation,High,None,Health,Meditation
5,No,None,None,None,None,None,Yes,Drawing,High,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Yoga,Low,None,Arts,Drawing
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Gymnastics,Medium,None,Health,Gymnastics
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,No,None,Medium,No,Swimming,Low,None,Analytical,Robotics
11,No,None,None,None,None,None,Yes,Dance,Low,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,High,None,Arts,Dance
9,Yes,outdoor,Football,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Running,High,None,Health,Running
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Yoga,High,None,Health,Yoga
6,Yes,outdoor,Cricket,Low,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Medium,None,Sports,Cricket
13,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Yoga,High,None,Health,Yoga
17,Yes,indoor,Table Tennis,High,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Running,Low,None,Sports,Table Tennis
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,No,With others,Yes,None,High,Yes,Yoga,Medium,None,Analytical,Chess
7,Yes,indoor,Table Tennis,Low,Team,Medium,Yes,Music,Low,No,Medium,Structured,Yes,Math,Yes,Yes,Individual,Yes,No,None,None,None,None,None,Other,Medium,No,Gymnastics,Low,None,Academics,Math Olympiad
17,Yes,indoor,Badminton,Low,Team,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,Yes,Meditation,Medium,None,Sports,Badminton
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,Yes,With others,Yes,Asthma,High,Yes,Yoga,Medium,None,Analytical,Coding
6,No,None,None,None,None,None,Yes,Dance,Medium,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Yoga,Low,None,Arts,Dance
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Medium,No,Alone,No,None,Low,Yes,Running,High,None,Health,Running
14,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,Yes,No,None,None,None,None,None,Joint Pain,High,No,Yoga,Medium,None,Academics,Math Olympiad
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,Yes,Yes,Individual,No,No,None,None,None,None,None,Other,Medium,No,Running,Medium,None,Academics,Creative Writing
5,No,None,None,None,None,None,Yes,Dance,Low,No,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Yoga,High,None,Health,Yoga
11,Yes,outdoor,Football,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Swimming,Medium,None,Sports,Football
13,Yes,both,Swimming,Low,Individual,High,No,None,None,None,None,None,Yes,Math,No,No,Group,No,No,None,None,None,None,None,None,High,Yes,Swimming,Medium,None,Health,Swimming
9,Yes,both,Swimming,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Swimming,Medium,None,Sports,Swimming
14,Yes,both,Swimming,High,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,Yes,With others,Yes,Asthma,Medium,Yes,Yoga,High,None,Analytical,Chess
11,Yes,indoor,Table Tennis,Low,Team,Medium,No,None,None,None,None,None,Yes,Math,Yes,Yes,Individual,No,Yes,Puzzles,High,Yes,Alone,No,None,Medium,Yes,Gymnastics,High,None,Analytical,Chess
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,Yes,Alone,Yes,Joint Pain,Medium,No,Yoga,High,None,Analytical,Robotics
13,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,Yes,Group,No,No,None,None,None,None,None,Joint Pain,High,Yes,Meditation,Medium,None,Academics,Math Olympiad
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,Yes,With others,Yes,Asthma,High,No,Meditation,Medium,None,Analytical,Robotics
15,Yes,both,Swimming,High,Team,High,No,None,None,None,None,None,Yes,Language,No,No,Individual,No,No,None,None,None,None,None,None,High,Yes,Swimming,Low,None,Sports,Swimming
6,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,High,No,Alone,Yes,Joint Pain,Medium,Yes,Swimming,Low,None,Analytical,Robotics
7,No,None,None,None,None,None,Yes,Drawing,Medium,Yes,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Medium,No,Meditation,Low,None,Arts,Drawing
12,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Meditation,High,None,Health,Meditation
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Running,Low,None,Health,Running
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Individual,Yes,No,None,None,None,None,None,Asthma,High,No,Yoga,High,None,Health,Yoga
5,No,None,None,None,None,None,Yes,Music,Low,Yes,High,Free,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Yoga,High,None,Arts,Music
13,Yes,indoor,Table Tennis,High,Team,High,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,Joint Pain,Low,No,Swimming,Medium,None,Sports,Table Tennis
16,Yes,indoor,Table Tennis,Low,Individual,High,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,No,Yoga,Medium,None,Sports,Table Tennis
14,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Logical Games,Low,No,Alone,No,None,Low,Yes,Running,Medium,None,Health,Running
5,No,None,None,None,None,None,Yes,Dance,High,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Other,Low,No,Swimming,Medium,None,Arts,Dance
15,Yes,both,Swimming,High,Individual,High,No,None,None,None,None,None,Yes,Language,Yes,No,Individual,No,No,None,None,None,None,None,Other,High,No,Yoga,Medium,None,Sports,Swimming
11,Yes,indoor,Table Tennis,Low,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,No,Meditation,Low,None,Health,Meditation
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,Yes,Group,No,No,None,None,None,None,None,Joint Pain,Medium,No,Yoga,Low,None,Academics,Science Club
12,No,None,None,None,None,None,Yes,Drawing,Low,Yes,Low,Structured,Yes,Science,No,Yes,Group,Yes,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,Medium,None,Academics,Science Club
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Meditation,High,None,Health,Meditation
8,Yes,indoor,Table Tennis,High,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,Low,None,Sports,Table Tennis
8,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,Yes,With others,Yes,Other,High,No,Meditation,Low,None,Analytical,Coding
6,No,None,None,None,None,None,Yes,Dance,Medium,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,Medium,Yes,Swimming,Medium,None,Arts,Dance
10,Yes,outdoor,Football,Low,Team,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Gymnastics,Medium,None,Health,Gymnastics
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,Yes,No,None,None,None,None,None,None,High,Yes,Swimming,Medium,None,Academics,Science Club
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Other,High,Yes,Meditation,Low,None,Health,Meditation
7,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,No,Alone,No,None,Low,No,Swimming,Low,None,Analytical,Robotics
17,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,Joint Pain,Low,No,Meditation,High,None,Academics,Science Club
10,Yes,indoor,Table Tennis,Medium,Individual,Low,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Low,None,Sports,Table Tennis
10,No,None,None,None,None,None,Yes,Drawing,Medium,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Meditation,Medium,None,Arts,Drawing
10,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,No,Yes,Puzzles,Low,Yes,Alone,No,None,Low,Yes,Gymnastics,Low,None,Analytical,Chess
9,No,None,None,None,None,None,Yes,Dance,Medium,Yes,Low,Structured,Yes,Science,No,Yes,Group,No,No,None,None,None,None,None,Asthma,Low,Yes,Yoga,High,None,Arts,Dance
5,No,None,None,None,None,None,Yes,Drawing,High,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,High,None,Arts,Drawing
9,Yes,both,Swimming,Medium,Individual,High,Yes,Music,High,Yes,High,Free,Yes,Science,Yes,No,Group,Yes,No,None,None,None,None,None,None,Low,Yes,Meditation,High,None,Arts,Music
14,Yes,outdoor,Football,Medium,Team,Low,Yes,Music,Medium,Yes,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Gymnastics,Medium,None,Arts,Music
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,No,Meditation,Low,None,Health,Meditation
11,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Yoga,Low,None,Health,Yoga
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Medium,No,With others,No,Other,Low,No,Yoga,Low,None,Analytical,Robotics
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,Yes,Group,Yes,No,None,None,None,None,None,None,High,No,Meditation,Low,None,Academics,Math Olympiad
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,Low,No,Alone,No,Joint Pain,Medium,Yes,Swimming,Medium,None,Health,Swimming
8,Yes,both,Swimming,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,Low,None,Sports,Swimming
10,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,No,With others,Yes,None,Low,No,Swimming,Low,None,Analytical,Coding
7,No,None,None,None,None,None,Yes,Dance,Low,Yes,Low,Structured,Yes,Language,No,Yes,Individual,No,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Low,None,Arts,Dance
11,Yes,indoor,Badminton,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Low,None,Sports,Badminton
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,Yes,No,Group,No,No,None,None,None,None,None,Joint Pain,Low,Yes,Swimming,High,None,Academics,Math Olympiad
16,No,None,None,None,None,None,Yes,Drawing,High,Yes,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Swimming,Low,None,Arts,Drawing
13,No,None,None,None,None,None,Yes,Dance,Medium,No,High,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,Yes,Yoga,Medium,None,Arts,Dance
5,No,None,None,None,None,None,Yes,Drawing,Low,No,High,Structured,No,None,None,None,None,None,Yes,Robotics,Medium,Yes,Alone,Yes,None,High,Yes,Running,High,None,Analytical,Robotics
15,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,High,None,Health,Running
6,Yes,indoor,Table Tennis,Medium,Individual,Medium,Yes,Music,High,No,Low,Structured,Yes,Language,Yes,No,Individual,No,No,None,None,None,None,None,Joint Pain,Medium,No,Meditation,High,None,Sports,Table Tennis
17,No,None,None,None,None,None,Yes,Drawing,Medium,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,No,Meditation,Medium,None,Arts,Drawing
17,Yes,both,Swimming,Low,Team,High,No,None,None,None,None,None,Yes,Language,No,No,Individual,Yes,No,None,None,None,None,None,Other,High,No,Running,Medium,None,Sports,Swimming
14,No,None,None,None,None,None,Yes,Drawing,Low,No,Low,Free,No,None,None,None,None,None,No,None,None,None,None,None,None,High,Yes,Swimming,Low,None,Health,Swimming
7,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,Yes,Individual,No,No,None,None,None,None,None,Asthma,Low,Yes,Meditation,Medium,None,Academics,Science Club
15,No,None,None,None,None,None,Yes,Drawing,High,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,High,None,Arts,Drawing
17,Yes,indoor,Table Tennis,Medium,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Meditation,Medium,None,Health,Meditation
5,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Language,No,Yes,Individual,Yes,Yes,Coding,Medium,No,With others,No,None,High,No,Meditation,Medium,None,Academics,Creative Writing
13,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Robotics,High,Yes,Alone,No,None,High,No,Meditation,High,None,Analytical,Robotics
12,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Science,No,No,Group,No,No,None,None,None,None,None,Joint Pain,High,No,Yoga,Medium,None,Health,Yoga
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,With others,No,None,Medium,Yes,Swimming,Low,None,Health,Swimming
15,Yes,both,Swimming,Medium,Individual,Medium,Yes,Music,High,Yes,Low,Structured,Yes,Language,No,Yes,Individual,No,No,None,None,None,None,None,Joint Pain,High,No,Swimming,Low,None,Arts,Music
8,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Individual,No,No,None,None,None,None,None,Other,Low,Yes,Yoga,Low,None,Academics,Math Olympiad
17,Yes,indoor,Table Tennis,High,Team,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Meditation,Medium,None,Sports,Table Tennis
6,No,None,None,None,None,None,Yes,Dance,Medium,Yes,Low,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,Low,Yes,Gymnastics,Low,None,Arts,Dance
7,Yes,outdoor,Cricket,High,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,Medium,No,Running,Low,None,Sports,Cricket
12,Yes,indoor,Badminton,Low,Team,Low,Yes,Drawing,Medium,No,Medium,Structured,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Running,Low,None,Arts,Drawing
9,Yes,both,Swimming,High,Team,Low,No,None,None,None,None,None,Yes,Science,Yes,Yes,Individual,No,No,None,None,None,None,None,None,Low,No,Yoga,Low,None,Academics,Science Club
14,Yes,indoor,Table Tennis,Medium,Individual,Medium,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,No,Yoga,Low,None,Sports,Table Tennis
17,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Medium,Yes,With others,Yes,Other,Low,Yes,Yoga,High,None,Analytical,Coding
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Coding,Low,No,With others,Yes,None,High,No,Running,High,None,Health,Running
6,No,None,None,None,None,None,Yes,Music,Medium,No,Medium,Free,No,None,None,None,None,None,No,None,None,None,None,None,Joint Pain,High,Yes,Swimming,Medium,None,Health,Swimming
14,Yes,indoor,Badminton,Medium,Individual,Low,No,None,None,None,None,None,Yes,Language,Yes,Yes,Group,No,No,None,None,None,None,None,None,Low,No,Yoga,High,None,Academics,Creative Writing
6,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Math,No,No,Group,No,No,None,None,None,None,None,Asthma,High,No,Swimming,High,None,Health,Swimming
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Asthma,High,Yes,Swimming,High,None,Health,Swimming
16,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,Yes,Puzzles,High,No,With others,No,Other,High,No,Swimming,Low,None,Analytical,Chess
5,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,No,None,None,None,None,None,None,High,No,Gymnastics,Low,None,Health,Gymnastics
