sport_type,sport_activity_level,sport_play_style,favorite_sport,art_type,art_creativity,art_performance,art_learning,acad_subject,acad_problem_solving,acad_curiosity,acad_study_type,analy_interest,analy_logic,analy_challenge,analy_work_style,health_activity_type,health_energy,health_outdoor,health_activity,category,hobby
indoor,High,Individual,Badminton,Drawing,Low,Yes,Free,Science,No,No,Group,Coding,Low,No,With others,Relaxation,Medium,Yes,Yoga,Sports,Badminton
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Math,No,No,Group,Coding,Low,No,With others,Relaxation,Low,No,Meditation,Sports,Cricket
indoor,High,Team,Table Tennis,Drawing,Medium,No,Structured,Science,No,No,Individual,Coding,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Medium,Individual,Cricket,Music,Low,No,Free,Science,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Medium,Individual,Cricket,Drawing,Low,No,Free,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,Low,Yes,Meditation,Health,Meditation
outdoor,High,Individual,Badminton,Drawing,Low,No,Structured,Language,No,No,Group,Puzzles,Low,No,Alone,Physical,Low,Yes,Gymnastics,Sports,Badminton
outdoor,Medium,Individual,Cricket,Drawing,Low,No,Structured,Math,No,Yes,Group,Puzzles,Low,No,Alone,Physical,Medium,Yes,Yoga,Health,Yoga
outdoor,Medium,Team,Cricket,Dance,Medium,No,Free,Language,No,Yes,Group,Puzzles,Low,No,Alone,Relaxation,High,Yes,Yoga,Health,Yoga
indoor,Low,Individual,Cricket,Drawing,Medium,No,Structured,Math,No,No,Group,Coding,High,Yes,With others,Physical,Low,No,Running,Analytical,Robotics
indoor,High,Individual,Table Tennis,Drawing,Low,No,Free,Science,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Medium,No,Running,Sports,Table Tennis
outdoor,High,Individual,Badminton,Music,Low,No,Structured,Math,No,No,Individual,Logical Games,Low,Yes,With others,Relaxation,High,No,Running,Sports,Badminton
indoor,High,Team,Chess,Dance,Low,No,Free,Math,No,Yes,Group,Puzzles,Low,No,Alone,Physical,High,Yes,Running,Health,Running
outdoor,High,Team,Cricket,Music,Low,No,Free,Math,Yes,No,Group,Logical Games,Low,No,Alone,Relaxation,Medium,No,Running,Sports,Cricket
indoor,Medium,Team,Cricket,Drawing,Low,No,Structured,Language,Yes,Yes,Individual,Logical Games,Medium,No,Alone,Relaxation,Medium,No,Running,Academics,Creative Writing
indoor,Medium,Individual,Badminton,Drawing,Low,No,Structured,Language,Yes,Yes,Individual,Coding,Medium,Yes,Alone,Relaxation,Low,Yes,Gymnastics,Academics,Creative Writing
indoor,Low,Team,Badminton,Dance,Low,Yes,Free,Math,Yes,Yes,Individual,Puzzles,Medium,Yes,Alone,Relaxation,Medium,No,Running,Academics,Math Olympiad
indoor,Low,Individual,Table Tennis,Music,Medium,No,Free,Math,Yes,Yes,Group,Logical Games,Medium,No,Alone,Physical,Medium,No,Running,Academics,Math Olympiad
indoor,Low,Individual,Football,Dance,Low,No,Structured,Math,No,Yes,Group,Coding,High,Yes,Alone,Relaxation,Medium,No,Yoga,Analytical,Coding
outdoor,Medium,Team,Badminton,Music,Low,No,Free,Math,No,No,Group,Coding,Low,No,Alone,Relaxation,High,Yes,Running,Health,Running
outdoor,Medium,Team,Chess,Music,Medium,Yes,Structured,Math,No,No,Group,Coding,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Low,Individual,Football,Drawing,High,Yes,Free,Math,No,No,Individual,Coding,Low,No,Alone,Physical,Low,Yes,Yoga,Arts,Drawing
indoor,High,Individual,Table Tennis,Drawing,Low,No,Free,Math,No,No,Group,Coding,Low,No,Alone,Physical,High,No,Gymnastics,Sports,Table Tennis
outdoor,Low,Team,Cricket,Music,Low,No,Structured,Language,Yes,Yes,Individual,Puzzles,High,No,Alone,Physical,Medium,No,Yoga,Academics,Creative Writing
outdoor,High,Team,Football,Drawing,Low,No,Free,Language,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Running,Sports,Football
outdoor,Low,Individual,Football,Drawing,Low,No,Free,Language,Yes,No,Individual,Coding,High,Yes,Alone,Physical,Low,No,Running,Analytical,Coding
outdoor,Medium,Team,Chess,Music,High,No,Structured,Science,Yes,Yes,Individual,Coding,High,Yes,Alone,Physical,Medium,No,Gymnastics,Analytical,Coding
outdoor,Low,Individual,Cricket,Drawing,Low,No,Structured,Math,Yes,Yes,Group,Logical Games,High,Yes,Alone,Relaxation,Medium,No,Gymnastics,Analytical,Robotics
outdoor,High,Team,Badminton,Dance,Low,No,Free,Math,No,No,Group,Logical Games,Medium,No,With others,Physical,Medium,No,Gymnastics,Sports,Badminton
indoor,Low,Individual,Table Tennis,Music,High,Yes,Structured,Language,Yes,No,Individual,Puzzles,Medium,No,With others,Physical,High,No,Gymnastics,Arts,Music
outdoor,Low,Individual,Cricket,Music,Low,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,No,With others,Relaxation,Medium,No,Yoga,Academics,Science Club
indoor,Medium,Team,Football,Drawing,Low,Yes,Structured,Language,No,No,Group,Puzzles,Low,No,With others,Physical,High,Yes,Running,Health,Running
indoor,High,Individual,Table Tennis,Dance,Low,No,Structured,Language,No,No,Group,Logical Games,Low,No,Alone,Relaxation,High,Yes,Meditation,Sports,Table Tennis
indoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Relaxation,Low,Yes,Running,Sports,Table Tennis
indoor,Medium,Team,Cricket,Dance,Low,No,Structured,Science,Yes,Yes,Group,Logical Games,Low,Yes,With others,Relaxation,Low,No,Gymnastics,Academics,Science Club
indoor,Medium,Team,Cricket,Music,Low,Yes,Free,Science,No,No,Individual,Logical Games,Low,No,With others,Relaxation,Medium,No,Yoga,Health,Yoga
indoor,Low,Individual,Table Tennis,Drawing,High,No,Free,Science,Yes,Yes,Individual,Coding,High,Yes,Alone,Physical,Low,No,Running,Analytical,Coding
outdoor,Low,Team,Chess,Dance,High,Yes,Structured,Language,No,No,Group,Puzzles,Low,No,Alone,Relaxation,High,No,Gymnastics,Arts,Dance
outdoor,Low,Individual,Chess,Music,High,No,Structured,Language,Yes,No,Individual,Coding,High,Yes,Alone,Physical,Low,Yes,Meditation,Analytical,Robotics
indoor,Medium,Team,Badminton,Dance,Low,No,Structured,Language,No,No,Group,Coding,Medium,No,Alone,Relaxation,High,Yes,Gymnastics,Health,Gymnastics
indoor,Low,Team,Badminton,Dance,Low,No,Structured,Science,Yes,No,Group,Coding,High,Yes,With others,Physical,High,No,Yoga,Analytical,Robotics
outdoor,Low,Individual,Chess,Drawing,Low,No,Structured,Science,Yes,Yes,Group,Logical Games,High,No,With others,Relaxation,Medium,Yes,Meditation,Academics,Science Club
outdoor,High,Team,Football,Music,Low,No,Structured,Science,No,No,Individual,Logical Games,Low,No,Alone,Physical,Low,No,Gymnastics,Sports,Football
outdoor,Low,Team,Chess,Dance,Low,No,Free,Math,Yes,Yes,Individual,Puzzles,Medium,No,With others,Physical,Medium,Yes,Running,Academics,Math Olympiad
outdoor,Medium,Team,Football,Dance,Low,No,Free,Language,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Running,Health,Running
indoor,Low,Individual,Football,Music,High,Yes,Structured,Science,No,No,Individual,Coding,Low,No,Alone,Physical,Low,No,Yoga,Arts,Music
outdoor,High,Team,Football,Dance,Low,No,Free,Science,No,No,Group,Coding,Low,No,Alone,Physical,Medium,No,Meditation,Sports,Football
indoor,Low,Team,Chess,Drawing,Low,No,Free,Science,Yes,Yes,Group,Coding,High,Yes,With others,Relaxation,Medium,No,Meditation,Academics,Science Club
indoor,High,Team,Cricket,Music,Low,No,Structured,Language,Yes,No,Individual,Puzzles,Low,No,Alone,Relaxation,Low,Yes,Yoga,Health,Yoga
outdoor,Medium,Team,Football,Music,Medium,No,Free,Language,Yes,Yes,Individual,Coding,High,Yes,With others,Physical,Low,No,Gymnastics,Academics,Creative Writing
outdoor,High,Individual,Badminton,Dance,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Meditation,Sports,Badminton
outdoor,Low,Individual,Table Tennis,Dance,Medium,No,Structured,Language,Yes,Yes,Group,Logical Games,High,Yes,With others,Relaxation,High,No,Gymnastics,Analytical,Robotics
outdoor,High,Individual,Football,Music,Low,No,Structured,Language,No,No,Individual,Puzzles,Medium,No,With others,Relaxation,Low,No,Yoga,Sports,Swimming
indoor,Low,Team,Badminton,Dance,Medium,No,Free,Math,Yes,Yes,Individual,Puzzles,High,Yes,Alone,Physical,Low,Yes,Running,Academics,Math Olympiad
outdoor,High,Team,Cricket,Dance,Low,No,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Physical,High,No,Running,Sports,Cricket
outdoor,Low,Team,Cricket,Music,Low,No,Structured,Language,Yes,Yes,Individual,Logical Games,Low,No,With others,Physical,Low,No,Yoga,Academics,Creative Writing
indoor,Low,Team,Badminton,Drawing,High,No,Free,Science,No,No,Group,Logical Games,Medium,No,Alone,Physical,High,No,Gymnastics,Arts,Drawing
indoor,Medium,Team,Chess,Dance,Low,No,Free,Science,Yes,Yes,Group,Puzzles,High,Yes,Alone,Relaxation,Low,No,Yoga,Academics,Science Club
outdoor,Medium,Team,Cricket,Music,Medium,No,Free,Language,Yes,Yes,Group,Logical Games,Medium,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
indoor,Medium,Team,Table Tennis,Drawing,Low,No,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Physical,Medium,Yes,Gymnastics,Health,Gymnastics
indoor,Medium,Team,Table Tennis,Drawing,Low,No,Free,Math,No,Yes,Individual,Coding,High,Yes,Alone,Physical,High,No,Meditation,Analytical,Coding
outdoor,Medium,Team,Badminton,Drawing,Medium,No,Free,Science,Yes,Yes,Group,Logical Games,Low,Yes,With others,Physical,Medium,Yes,Gymnastics,Academics,Science Club
outdoor,Low,Team,Football,Music,High,Yes,Structured,Math,No,No,Group,Puzzles,Low,No,Alone,Physical,Low,No,Meditation,Arts,Music
outdoor,High,Individual,Football,Dance,Low,No,Structured,Math,No,No,Individual,Puzzles,Low,No,With others,Relaxation,High,No,Yoga,Sports,Football
indoor,Medium,Team,Football,Music,High,Yes,Structured,Science,No,No,Individual,Logical Games,Medium,No,With others,Relaxation,Medium,Yes,Gymnastics,Arts,Music
indoor,Low,Team,Football,Music,High,Yes,Structured,Math,No,No,Individual,Logical Games,Low,Yes,With others,Physical,High,Yes,Gymnastics,Arts,Music
outdoor,High,Team,Cricket,Dance,Low,No,Structured,Science,No,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Meditation,Sports,Cricket
outdoor,Low,Individual,Badminton,Drawing,Medium,No,Free,Math,No,No,Group,Puzzles,High,Yes,Alone,Relaxation,Medium,No,Meditation,Analytical,Chess
indoor,Low,Team,Cricket,Drawing,Medium,No,Free,Science,Yes,No,Individual,Logical Games,High,Yes,Alone,Physical,Medium,No,Yoga,Analytical,Chess
outdoor,High,Individual,Badminton,Drawing,Low,No,Free,Science,No,No,Individual,Logical Games,Medium,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,Low,Individual,Badminton,Music,Medium,Yes,Free,Science,Yes,Yes,Group,Coding,High,No,Alone,Relaxation,Medium,Yes,Meditation,Academics,Science Club
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Math,No,No,Group,Puzzles,Low,No,With others,Physical,Low,Yes,Yoga,Sports,Table Tennis
indoor,High,Team,Table Tennis,Dance,High,Yes,Structured,Science,No,No,Group,Logical Games,Low,No,With others,Relaxation,Medium,No,Gymnastics,Arts,Dance
outdoor,Medium,Team,Cricket,Dance,Low,No,Free,Science,No,No,Group,Puzzles,Low,No,Alone,Physical,Medium,No,Running,Sports,Cricket
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Math,No,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Gymnastics,Sports,Table Tennis
outdoor,Medium,Team,Badminton,Dance,Medium,No,Free,Science,No,No,Individual,Logical Games,High,No,Alone,Physical,High,Yes,Running,Health,Running
indoor,High,Individual,Badminton,Music,Low,No,Free,Math,No,No,Group,Coding,Low,No,With others,Relaxation,Low,No,Running,Sports,Badminton
outdoor,Low,Team,Football,Drawing,Medium,No,Structured,Language,No,No,Group,Coding,High,No,Alone,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,High,Individual,Badminton,Dance,Low,No,Free,Math,No,No,Individual,Coding,Low,No,With others,Relaxation,Medium,Yes,Running,Sports,Badminton
outdoor,Medium,Individual,Cricket,Dance,Low,No,Structured,Math,No,Yes,Individual,Coding,Low,No,With others,Relaxation,Medium,No,Yoga,Health,Yoga
outdoor,Medium,Team,Football,Music,Low,No,Structured,Math,No,No,Group,Coding,Low,No,With others,Relaxation,Medium,Yes,Gymnastics,Sports,Football
outdoor,Low,Team,Table Tennis,Drawing,Medium,Yes,Free,Language,Yes,No,Individual,Logical Games,High,Yes,Alone,Physical,Low,No,Meditation,Analytical,Chess
outdoor,Medium,Individual,Cricket,Dance,Low,No,Free,Science,Yes,No,Individual,Puzzles,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
indoor,High,Individual,Table Tennis,Music,Low,No,Structured,Language,No,No,Individual,Coding,Low,Yes,Alone,Physical,Medium,Yes,Meditation,Sports,Table Tennis
outdoor,High,Team,Football,Music,Low,Yes,Free,Math,Yes,Yes,Individual,Coding,Low,No,With others,Physical,Low,No,Gymnastics,Academics,Math Olympiad
indoor,High,Individual,Badminton,Music,Low,Yes,Free,Language,No,No,Individual,Coding,Low,No,Alone,Relaxation,Medium,Yes,Meditation,Health,Meditation
indoor,High,Individual,Table Tennis,Dance,Low,No,Free,Math,No,No,Group,Coding,Low,No,With others,Relaxation,High,Yes,Yoga,Sports,Table Tennis
indoor,Low,Team,Badminton,Dance,Low,Yes,Free,Math,Yes,Yes,Group,Puzzles,High,No,Alone,Physical,High,Yes,Meditation,Academics,Math Olympiad
outdoor,Low,Team,Table Tennis,Dance,High,Yes,Structured,Language,No,No,Group,Coding,Low,No,With others,Relaxation,Medium,No,Yoga,Arts,Dance
outdoor,High,Individual,Badminton,Drawing,Low,No,Structured,Math,No,Yes,Group,Logical Games,Low,No,With others,Physical,Low,Yes,Running,Sports,Swimming
outdoor,High,Team,Cricket,Drawing,Low,No,Free,Language,No,No,Individual,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Sports,Cricket
outdoor,Low,Team,Football,Dance,Low,No,Free,Language,Yes,Yes,Individual,Coding,High,No,With others,Physical,Medium,No,Meditation,Academics,Creative Writing
outdoor,Medium,Individual,Cricket,Music,Low,Yes,Free,Science,No,No,Group,Puzzles,Medium,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,Low,Team,Chess,Drawing,Low,Yes,Free,Science,No,Yes,Individual,Puzzles,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
outdoor,High,Team,Badminton,Dance,Low,No,Free,Language,No,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Gymnastics,Sports,Badminton
indoor,Low,Individual,Cricket,Dance,Medium,No,Structured,Language,Yes,Yes,Individual,Logical Games,High,Yes,Alone,Physical,Medium,No,Running,Academics,Creative Writing
outdoor,Medium,Team,Table Tennis,Music,Low,No,Structured,Math,No,No,Group,Puzzles,Medium,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
indoor,High,Individual,Table Tennis,Music,Low,No,Free,Math,No,No,Individual,Coding,Low,No,With others,Physical,Low,Yes,Yoga,Sports,Table Tennis
indoor,Medium,Team,Football,Drawing,Medium,No,Free,Language,No,No,Group,Coding,Low,No,Alone,Physical,High,No,Running,Health,Running
outdoor,Medium,Individual,Cricket,Drawing,Low,No,Free,Science,No,No,Group,Coding,Low,No,Alone,Relaxation,Low,No,Yoga,Sports,Cricket
indoor,Low,Individual,Football,Dance,Low,No,Structured,Math,No,Yes,Individual,Logical Games,High,Yes,Alone,Relaxation,Low,Yes,Running,Analytical,Chess
outdoor,Low,Individual,Football,Dance,Low,No,Structured,Math,Yes,Yes,Individual,Coding,High,No,With others,Relaxation,Low,No,Yoga,Academics,Math Olympiad
outdoor,High,Team,Football,Music,Low,No,Structured,Language,No,No,Group,Logical Games,Low,No,Alone,Relaxation,Low,No,Running,Sports,Football
indoor,Low,Individual,Football,Dance,High,Yes,Structured,Language,No,No,Individual,Logical Games,High,Yes,Alone,Physical,Low,No,Meditation,Analytical,Chess
indoor,Low,Team,Cricket,Drawing,High,Yes,Free,Science,No,Yes,Group,Logical Games,Low,No,Alone,Physical,High,Yes,Gymnastics,Arts,Drawing
indoor,High,Team,Table Tennis,Dance,Low,No,Free,Science,No,No,Group,Coding,Low,No,With others,Relaxation,Medium,Yes,Running,Sports,Table Tennis
outdoor,Low,Team,Badminton,Drawing,Low,No,Free,Math,Yes,Yes,Individual,Puzzles,High,Yes,Alone,Physical,Medium,No,Meditation,Analytical,Chess
indoor,Medium,Individual,Table Tennis,Dance,Low,No,Free,Math,No,Yes,Individual,Logical Games,Low,No,With others,Physical,High,Yes,Gymnastics,Health,Gymnastics
indoor,High,Individual,Table Tennis,Dance,High,No,Free,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,Yes,Meditation,Sports,Table Tennis
indoor,Medium,Individual,Table Tennis,Dance,Medium,No,Structured,Math,No,No,Group,Coding,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
indoor,Low,Team,Chess,Dance,Medium,No,Structured,Science,No,Yes,Group,Logical Games,Medium,No,With others,Physical,High,No,Meditation,Academics,Science Club
indoor,Medium,Individual,Cricket,Music,Low,No,Structured,Language,Yes,Yes,Group,Coding,Medium,Yes,Alone,Relaxation,Low,No,Meditation,Health,Meditation
indoor,High,Team,Table Tennis,Dance,Low,No,Free,Language,No,No,Individual,Logical Games,High,No,Alone,Physical,High,No,Gymnastics,Health,Gymnastics
outdoor,Low,Team,Football,Drawing,Low,No,Structured,Language,No,No,Group,Coding,Low,No,Alone,Relaxation,Low,Yes,Meditation,Health,Meditation
indoor,High,Individual,Football,Music,Low,No,Structured,Language,No,No,Group,Logical Games,Low,No,Alone,Physical,Low,No,Running,Sports,Swimming
indoor,Low,Team,Football,Drawing,High,Yes,Free,Math,No,No,Individual,Logical Games,Low,No,With others,Physical,Low,No,Gymnastics,Arts,Drawing
outdoor,Low,Team,Cricket,Drawing,Medium,No,Structured,Language,Yes,No,Individual,Coding,High,Yes,With others,Relaxation,Low,No,Yoga,Analytical,Robotics
indoor,Medium,Individual,Football,Music,Low,No,Structured,Science,No,No,Individual,Puzzles,Low,No,Alone,Relaxation,Low,Yes,Meditation,Health,Meditation
outdoor,High,Individual,Badminton,Dance,Low,No,Free,Math,No,No,Group,Logical Games,Low,No,Alone,Physical,High,Yes,Yoga,Sports,Swimming
outdoor,Medium,Individual,Cricket,Music,Low,No,Free,Language,No,No,Group,Puzzles,Low,No,With others,Relaxation,Low,No,Meditation,Health,Meditation
outdoor,High,Team,Cricket,Drawing,Low,No,Structured,Language,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,Yes,Gymnastics,Sports,Cricket
outdoor,Low,Individual,Badminton,Dance,Low,No,Structured,Science,Yes,Yes,Individual,Logical Games,High,Yes,With others,Physical,Medium,No,Running,Analytical,Robotics
indoor,High,Individual,Table Tennis,Drawing,Low,No,Structured,Language,No,No,Group,Coding,Low,Yes,With others,Physical,Low,No,Meditation,Sports,Table Tennis
indoor,Low,Team,Table Tennis,Drawing,Low,No,Free,Science,Yes,No,Group,Coding,High,Yes,Alone,Physical,Low,No,Running,Analytical,Coding
outdoor,Low,Individual,Football,Drawing,Medium,No,Free,Language,Yes,Yes,Individual,Logical Games,Low,No,Alone,Relaxation,Low,Yes,Yoga,Academics,Creative Writing
indoor,Low,Individual,Table Tennis,Music,Low,No,Structured,Science,Yes,Yes,Individual,Logical Games,Medium,Yes,With others,Physical,Medium,Yes,Yoga,Academics,Science Club
indoor,Low,Individual,Chess,Dance,Low,No,Structured,Math,No,Yes,Individual,Coding,High,Yes,Alone,Physical,High,No,Gymnastics,Analytical,Coding
indoor,Medium,Individual,Badminton,Drawing,High,No,Structured,Science,No,No,Individual,Puzzles,Low,No,With others,Relaxation,Medium,Yes,Yoga,Health,Yoga
indoor,Medium,Team,Cricket,Dance,Low,No,Structured,Language,No,No,Group,Logical Games,Low,No,With others,Physical,High,Yes,Running,Health,Running
outdoor,Medium,Team,Cricket,Dance,Low,No,Structured,Science,Yes,Yes,Group,Coding,High,No,With others,Physical,Medium,No,Gymnastics,Academics,Science Club
outdoor,Low,Individual,Chess,Dance,Medium,No,Free,Science,No,No,Individual,Coding,Low,No,With others,Relaxation,Low,No,Gymnastics,Arts,Dance
outdoor,Medium,Team,Cricket,Dance,Low,No,Free,Math,No,No,Group,Logical Games,Low,No,Alone,Relaxation,High,Yes,Yoga,Sports,Cricket
outdoor,High,Individual,Cricket,Dance,High,No,Free,Math,Yes,Yes,Individual,Puzzles,High,No,Alone,Physical,Medium,No,Gymnastics,Academics,Math Olympiad
